TrackerID,FMSID,Title,Summary,CurrentPhase,DesignPercentComplete,ProcurementPercentComplete,ConstructionPercentComplete,DesignStart,DesignProjectedCompletion,DesignAdjustedCompletion,DesignActualCompletion,ProcurementStart,ProcurementProjectedCompletion,ProcurementAdjustedCompletion,ProcurementActualCompletion,ConstructionStart,ConstructionProjectedCompletion,ConstructionAdjustedCompletion,ConstructionActualCompletion,TotalFunding,ProjectLiaison,LastUpdated,FundingSource,name,ParkID,Latitude,Longitude,Borough
"9,300",846 P-1ARAMEZ,Citywide Services Shops Facility Mezzanine Floor Construction,This project will construct a mezzanine floor at the Citywide Services Shops Facility (Aramark Building).,procurement,100,5,0,04/01/2019 12:00:00 AM,02/01/2020 12:00:00 AM,,01/01/2021 12:00:00 AM,01/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,,,,,,,Less than $1 million,Cristin Leoutsakos,12/20/2021 12:00:00 AM,"Mayoral, Private",850 East 138th Street,X360,40.802748,-73.90932,Bronx
"9,899",846 P-1ARAELV,Citywide Services Shops Elevator Reconstruction,This project will reconstruct the elevator at the Citywide Services Shops.,procurement,100,5,0,01/01/2021 12:00:00 AM,07/01/2021 12:00:00 AM,,07/01/2021 12:00:00 AM,07/01/2021 12:00:00 AM,04/01/2022 12:00:00 AM,,,,,,,Less than $1 million,Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,850 East 138th Street,X360,40.802718,-73.909456,Bronx
"9,578",,A. Philip Randolph Square Reconstruction,This project will reconstruct A. Philip Randolph Square.,proposed,0,0,0,,,,,,,,,,,,,Between $1 million and $3 million,,12/20/2021 12:00:00 AM,"Borough President, City Council","7th Avenue, St. Nicholas Avenue, West 117th Street",M021,40.803901,-73.952413,Manhattan
"8,802",846 P-1MELRO,Melrose Commons Site 62 Park Construction,"This project will construct a park at Melrose Commons Site 62, including a synthetic turf field, adult fitness equipment, a dog run, seating areas, drinking fountains, lighting, fences, pavement, plantings, and drainage.",procurement,100,85,0,02/01/2019 12:00:00 AM,02/01/2020 12:00:00 AM,,03/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,01/01/2022 12:00:00 AM,,,,,,Between $5 million and $10 million,Michelle Martell,12/20/2021 12:00:00 AM,Mayoral,Melrose Avenue between East 162nd Street and East 163rd Street,X350,40.825107,-73.912769,Bronx
"1,004,111",846 P-4PL15A1,Arrow Recreation Center Playground Reconstruction,This project will reconstruct the playground at Arrow Recreation Center.,completed,100,100,100,03/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,,09/01/2015 12:00:00 AM,04/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,,09/01/2016 12:00:00 AM,03/01/2017 12:00:00 AM,08/01/2017 12:00:00 AM,04/01/2018 12:00:00 AM,03/01/2018 12:00:00 AM,"$150,000",Joanne Amagrande,12/20/2021 12:00:00 AM,Mayoral,,Q470,40.755839,-73.926293,Queens
"7,121",,Abe Stark Ice Rink Reconstruction (Hurricane Sandy),"This project will reconstruct mechanical & electrical controls, fire alarm systems, boilers & dehumidifiers damaged by Hurricane Sandy.",proposed,0,0,0,,,,,,,,,,,,,Between $1 million and $3 million,,12/20/2021 12:00:00 AM,"Mayoral, Federal",,B336,40.57374694,-73.98560278,Brooklyn
"6,259",846 P-6ROOF14,Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M),This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.,completed,100,100,100,12/01/2013 12:00:00 AM,01/01/2014 12:00:00 AM,,02/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,05/01/2016 12:00:00 AM,03/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,04/01/2019 12:00:00 AM,,04/01/2019 12:00:00 AM,"$1,570,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,E 156 St bet Tinton Av & Union Av,X216,40.817299,-73.904724,"Bronx, Queens"
"6,259",846 P-6ROOF14,Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M),This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.,completed,100,100,100,12/01/2013 12:00:00 AM,01/01/2014 12:00:00 AM,,02/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,05/01/2016 12:00:00 AM,03/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,04/01/2019 12:00:00 AM,,04/01/2019 12:00:00 AM,"$1,570,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,Rockaway Boardwalk bet B 60 St & B 59 St,Q162E,40.58915,-73.789019,"Bronx, Queens"
"6,259",846 P-6ROOF14,Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M),This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.,completed,100,100,100,12/01/2013 12:00:00 AM,01/01/2014 12:00:00 AM,,02/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,05/01/2016 12:00:00 AM,03/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,04/01/2019 12:00:00 AM,,04/01/2019 12:00:00 AM,"$1,570,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"Grand Central Parkway., Whitestone Expressway between 111 Street and College Point Boulevard, Park Drive E",Q099,40.753564,-73.838031,"Bronx, Queens"
"6,259",846 P-6ROOF14,Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M),This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.,completed,100,100,100,12/01/2013 12:00:00 AM,01/01/2014 12:00:00 AM,,02/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,05/01/2016 12:00:00 AM,03/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,04/01/2019 12:00:00 AM,,04/01/2019 12:00:00 AM,"$1,570,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,Health Place & Highland Boulevard,Q020,40.683167,-73.892921,"Bronx, Queens"
"6,259",846 P-6ROOF14,Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M),This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.,completed,100,100,100,12/01/2013 12:00:00 AM,01/01/2014 12:00:00 AM,,02/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,05/01/2016 12:00:00 AM,03/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,04/01/2019 12:00:00 AM,,04/01/2019 12:00:00 AM,"$1,570,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,Ballfields at 150th Street / Booth Memorial Avenue / Kissena Boulevard / 56th Avenue / 151st Street,Q300,40.743444,-73.814629,"Bronx, Queens"
"6,259",846 P-6ROOF14,Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M),This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.,completed,100,100,100,12/01/2013 12:00:00 AM,01/01/2014 12:00:00 AM,,02/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,05/01/2016 12:00:00 AM,03/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,04/01/2019 12:00:00 AM,,04/01/2019 12:00:00 AM,"$1,570,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,W 166 St bet Woodycrest Av & Nelson Av,X168,40.834805,-73.926879,"Bronx, Queens"
"6,259",846 P-6ROOF14,Bronx and Queens Roofing Systems Reconstruction (CNYG-1114M),This multisite contract will reconstruct roofing systems at various parks and recreation facilities in the Bronx and Queens.,completed,100,100,100,12/01/2013 12:00:00 AM,01/01/2014 12:00:00 AM,,02/01/2014 12:00:00 AM,02/01/2014 12:00:00 AM,11/01/2014 12:00:00 AM,05/01/2016 12:00:00 AM,03/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,04/01/2019 12:00:00 AM,,04/01/2019 12:00:00 AM,"$1,570,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,Rev James Polite Av to Interval Av bet E 167 St & Home St,X116,40.826811,-73.897461,"Bronx, Queens"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,East 135 Street between Madison & 5 Avenue,M193,40.812084,-73.936759,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"E. 23 St. To E. 25 St., FDR Drive",M164,40.735822,-73.975404,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,19 St. bet. Astoria Park S. and Ditmars Blvd.,Q004,40.779097,-73.923003,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,E. 54 St. between 1 Ave. and 2 Ave.,M130,40.756418,-73.965156,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"Fulton Avenue, Crotona Park North, South, East",X010,40.839896,-73.894642,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"West 59 Street, West 60 Street between Amsterdam Avenue and West End Avenue",M063,40.741792,-74.001833,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"W. 134 St., Lenox Terrace Pl.",M131,40.812917,-73.939415,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"West 155th & Dyckman Streets, Edgecombe & Amsterdam Avenues",M037,40.842495,-73.933588,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,85 Bradhurst Avenue,M014,40.82447,-73.942483,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"Marcy Av & Kosciuszko St, Dekalb & Nostrand",B351,40.691157,-73.949889,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"Madison Ave, E. 120 St. to E. 124 St.",M058,40.805316,-73.94334,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,Bedford Avenue between Metropolitan Avenue and North 1st Street,B085,40.715008,-73.960292,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"Lorraine, Clinton, Henry Streets",B126,40.672703,-74.003881,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"Troy Avenue, Bergen Street, Prospect Place, Schenectady Avenue",B245,40.673933,-73.93486,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"St. Mary's Street, St. Ann's Avenue, East 149 Street, Jackson Avenue",X045,40.812653,-73.913136,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,"41 Street, 44 Street, between 5 Avenue and 7 Avenue",B087,40.648171,-74.003881,"Manhattan, Queens, Bronx, Brooklyn"
"5,055",846 P-6POOL11,Citywide Pool Structural Systems Reconstruction (CNYG-1011M),This project will reconstruct deteriorated structural systems at park and pool facilities citywide.,completed,100,100,100,01/01/2011 12:00:00 AM,,,03/01/2011 12:00:00 AM,03/01/2011 12:00:00 AM,11/01/2011 12:00:00 AM,,08/01/2013 12:00:00 AM,09/01/2013 12:00:00 AM,09/01/2016 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,"$2,451,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,Mayoral,E. 124 St. Bet 1 Ave. and 2 Ave.,M273,40.801956,-73.933281,"Manhattan, Queens, Bronx, Brooklyn"
"8,613",846 P-3CPI3AL,Abraham Lincoln Playground Reconstruction,This project will reconstruct Abraham Lincoln Playground.,construction,100,100,69,11/01/2016 12:00:00 AM,11/01/2017 12:00:00 AM,03/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,07/01/2019 12:00:00 AM,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,09/01/2021 12:00:00 AM,,,"$9,395,000",Steve Simon,12/20/2021 12:00:00 AM,Mayoral,Fifth Avenue and East 135th Street,M193,40.812116,-73.937167,Manhattan
"8,683",846 P-3CPI3A2,Abraham Lincoln Playground Comfort Station Reconstruction,This project will reconstruct the comfort station in Abraham Lincoln Playground.,construction,100,100,95,02/01/2017 12:00:00 AM,02/01/2018 12:00:00 AM,,01/01/2018 12:00:00 AM,01/01/2018 12:00:00 AM,10/01/2018 12:00:00 AM,03/01/2019 12:00:00 AM,03/01/2019 12:00:00 AM,09/01/2019 12:00:00 AM,03/01/2021 12:00:00 AM,09/01/2021 12:00:00 AM,,"$1,640,000",Steve Simon,12/20/2021 12:00:00 AM,Mayoral,Fifth Avenue and East 135th Street,M193,40.812231,-73.937409,Manhattan
"10,112",,Aesop Park Reconstruction Phase 1,"This project will reconstruct the playground, including play equipment and safety surface, at Aesop Park.",proposed,0,0,0,,,,,,,,,,,,,Between $3 million and $5 million,Joseph Homsey,12/20/2021 12:00:00 AM,Borough President,Page Avenue and Bartow Avenue,R027A,40.509553,-74.229863,Staten Island
"4,514",846 P-112AGNS,Agnes Haywood Playground Reconstruction,This project will reconstruct Agnes Haywood Playground.,completed,100,100,100,03/01/2015 12:00:00 AM,02/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,04/01/2016 12:00:00 AM,01/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,06/01/2017 12:00:00 AM,07/01/2017 12:00:00 AM,07/01/2018 12:00:00 AM,03/01/2019 12:00:00 AM,03/01/2019 12:00:00 AM,"$3,498,000",Michelle Martell,12/20/2021 12:00:00 AM,"Mayoral, Borough President, City Council",Barnes Avenue between East 215th Street and East 216th Street,X169,40.88029556,-73.86181389,Bronx
"9,237",846 P-410ALST,Al Stabile Playground Reconstruction,This project will reconstruct Al Stabile Playground.,procurement,100,60,0,03/01/2019 12:00:00 AM,03/01/2020 12:00:00 AM,,03/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,,,,,,,Between $1 million and $3 million,Joanne Amagrande,12/20/2021 12:00:00 AM,City Council,Centreville Street between 133rd Avenue and 103rd Street,Q285,40.677304,-73.835419,Queens
"9,288",846 P-212ALBE,Albemarle Playground Synthetic Turf Field and Basketball Court Reconstruction,"This project will reconstruct the synthetic turf field, basketball court, and drainage systems in Albemarle Playground.",procurement,100,85,0,09/01/2018 12:00:00 AM,09/01/2019 12:00:00 AM,,10/01/2019 12:00:00 AM,10/01/2019 12:00:00 AM,07/01/2020 12:00:00 AM,02/01/2022 12:00:00 AM,,,,,,Less than $1 million,Davey Ives,12/20/2021 12:00:00 AM,"Borough President, City Council",Dahill Road and 12th Avenue,B297,40.645977245544,-73.980714229383,Brooklyn
"9,857",846 P-309AHAM,Alexander Hamilton Playground Basketball Courts Reconstruction,This project will reconstruct the basketball court at Alexander Hamilton Playground.,design,35,0,0,02/01/2021 12:00:00 AM,02/01/2022 12:00:00 AM,,,,,,,,,,,Between $1 million and $3 million,Steve Simon,12/20/2021 12:00:00 AM,"Borough President, City Council",Hamilton Place between West 140th Street and West 141st Street,M041,40.823125,-73.951123,Manhattan
"2,814",846 P-3ROOF9A,Manhattan Roofing Systems Reconstruction (MG-709M),This project will reconstruct roofs at various facilities in Manhattan.,completed,100,100,100,09/01/2008 12:00:00 AM,,,03/01/2009 12:00:00 AM,03/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,,12/01/2009 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2013 12:00:00 AM,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,"$3,290,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,"Mayoral, City Council","Hamilton Place, West 140 to West 141 Streets",M041,40.82296,-73.951092,Manhattan
"2,814",846 P-3ROOF9A,Manhattan Roofing Systems Reconstruction (MG-709M),This project will reconstruct roofs at various facilities in Manhattan.,completed,100,100,100,09/01/2008 12:00:00 AM,,,03/01/2009 12:00:00 AM,03/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,,12/01/2009 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2013 12:00:00 AM,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,"$3,290,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,"Mayoral, City Council",East 54 Street between 1 Avenue and 2 Avenue,M130,40.756565,-73.965053,Manhattan
"2,814",846 P-3ROOF9A,Manhattan Roofing Systems Reconstruction (MG-709M),This project will reconstruct roofs at various facilities in Manhattan.,completed,100,100,100,09/01/2008 12:00:00 AM,,,03/01/2009 12:00:00 AM,03/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,,12/01/2009 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2013 12:00:00 AM,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,"$3,290,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,"Mayoral, City Council","FDR Drive, East 106 to East 107 Streets",M258,40.789188,-73.937897,Manhattan
"2,814",846 P-3ROOF9A,Manhattan Roofing Systems Reconstruction (MG-709M),This project will reconstruct roofs at various facilities in Manhattan.,completed,100,100,100,09/01/2008 12:00:00 AM,,,03/01/2009 12:00:00 AM,03/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,,12/01/2009 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2013 12:00:00 AM,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,"$3,290,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,"Mayoral, City Council","Park Drive Including Cafe Lawn, Corbin Circle, Cloisters Lawn, Parking Lots",M029,40.860837,-73.932774,Manhattan
"2,814",846 P-3ROOF9A,Manhattan Roofing Systems Reconstruction (MG-709M),This project will reconstruct roofs at various facilities in Manhattan.,completed,100,100,100,09/01/2008 12:00:00 AM,,,03/01/2009 12:00:00 AM,03/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,,12/01/2009 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2013 12:00:00 AM,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,"$3,290,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,"Mayoral, City Council","West 134 Street, Lenox Terrace Place",M131,40.812828,-73.939319,Manhattan
"2,814",846 P-3ROOF9A,Manhattan Roofing Systems Reconstruction (MG-709M),This project will reconstruct roofs at various facilities in Manhattan.,completed,100,100,100,09/01/2008 12:00:00 AM,,,03/01/2009 12:00:00 AM,03/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,,12/01/2009 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2013 12:00:00 AM,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,"$3,290,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,"Mayoral, City Council",West 135 Street between Lenox Terrace Place and 5 Avenues,M217,40.813694,-73.9387,Manhattan
"2,814",846 P-3ROOF9A,Manhattan Roofing Systems Reconstruction (MG-709M),This project will reconstruct roofs at various facilities in Manhattan.,completed,100,100,100,09/01/2008 12:00:00 AM,,,03/01/2009 12:00:00 AM,03/01/2009 12:00:00 AM,12/01/2009 12:00:00 AM,,12/01/2009 12:00:00 AM,01/01/2010 12:00:00 AM,01/01/2013 12:00:00 AM,08/01/2015 12:00:00 AM,08/01/2015 12:00:00 AM,"$3,290,000",Cristin Leoutsakos,12/20/2021 12:00:00 AM,"Mayoral, City Council",West 117 Street & Morningside Avenue,M056,40.806804,-73.957851,Manhattan
